Event_name,Event_type,Event_dates,Event_start_times,Event_time_zone,Venues,City,States,Address,Latitude,Longitude,Additional_info,Ticket_limits,Age_restrictions,Parking,Accesibility,Last_Purchase_Date
Biscits - Vancouver,Dance/Electronic,2024-04-06,22:00:00,America/Vancouver,Celebrities,Vancouver,British Columbia,"1022 Davie Street, Vancouver, BC V6E 1M3",49.279672,-123.130293,nan,No ticket limit information available,False,nan,nan,2024-04-06 22:00:00
Biscits - Vancouver (Art),Dance/Electronic,2024-04-06,22:00:00,America/Vancouver,Celebrities,Vancouver,British Columbia,"1022 Davie Street, Vancouver, BC V6E 1M3",49.279672,-123.130293,nan,No ticket limit information available,False,nan,nan,2024-04-06 22:00:00
Will Sparks - Presented By Union Hall and Nightshift Entertainment,Dance/Electronic,2024-04-06,21:00:00,America/Edmonton,Union Hall,Edmonton,Alberta,6240 - 99 Street,53.498703,-113.487494,nan,No ticket limit information available,False,nan,nan,2024-04-06 21:00:00
Bruce Guthro's Songwriters' Circle,Folk,2024-04-06,20:00:00,America/Halifax,Casino Nova Scotia - The Bruce Guthro Theatre,Halifax,Nova Scotia,1983 Upper Water Street,44.65283433,-63.57590827,19+ Age Requirement - Seated Show - Accessible Seating Available,No ticket limit information available,False,Multi-storey paid parking garage.,"ADA seating differs per show layout, if you are attending a General Admission show we will have a roped off area for those who cannot stand for very long and need seating accommodations. As for our seated shows, we encourage all folk who require accessible seating to sit on the end aisles. We are more than happy to remove an aisle seat for you to slide your own chair into place. If you have any further questions or concerns regarding seating accommodation's please reach out to our Entertainment Coordinator Will - Will.Garland@greatcanadian.com",2024-04-06 22:00:00
Bowling for Soup,Rock,2024-04-06,19:00:00,America/Toronto,Théâtre Beanfield,Montreal,Quebec,2490 Rue Notre-Dame Ouest ,45.482867,-73.574973,"En achetant des billets pour cet événement, vous acceptez de respecter les mesures de santé et de sécurité en vigueur lors de l'événement, qui peuvent inclure, notamment, le port du masque. Notez que ces règlements s'appliquent à tous les utilisateurs de billets. Directives sujettes à changement. Vérifiez régulièrement le site de la salle de votre événement. By purchasing tickets to this event, you agree to abide by the health and safety measures in effect at the time of the event, which may include, but not be limited to, wearing masks. Please note these measures will apply to all users of tickets. Guidelines are subject to change. Check your venue's website often for updates.",Il y a une limite de 8 billets pour cet évènement. There is an overall 8 ticket limit for this event.,False,nan,"Accessible tickets are for patrons in wheelchair and their companion (1) only. To purchase wheelchair tickets, please contact our box office at 1-855-219-0576 or 1-877-668-8269.",2024-04-06 21:00:00
Révolution en Tournée,Dance/Electronic,2024-04-06,20:00:00,America/Toronto,Théâtre Capitole,Quebec,Quebec,972 Rue Saint-Jean ,46.813254,-71.2142151,Les emplacements réservés pour personnes à mobilité réduite sont disponibles en communiquant avec la billetterie du Théâtre Capitole au 418-694-4444. Accessible seatings are available by contacting Théâtre Capitole's Box office at 418-694-4444.,Il y a une limite globale de 8 billets pour cet événement. There is a global limit of 8 tickets for this event.,False,nan,nan,2024-04-06 22:00:00
Révolution en Tournée,Dance/Electronic,2024-04-06,15:00:00,America/Toronto,Théâtre Capitole,Quebec,Quebec,972 Rue Saint-Jean ,46.813254,-71.2142151,"La scène étant surélevée pour les besoins du spectacle, les sièges de la section 100 sont susceptibles d'avoir une vue partiellement obstruée. Les emplacements réservés pour personnes à mobilité réduite sont disponibles en communiquant avec la billetterie du Théâtre Capitole au 418-694-4444. Accessible seatings are available by contacting Théâtre Capitole's Box office at 418-694-4444.",Il y a une limite globale de 8 billets pour cet événement. There is a global limit of 8 tickets for this event.,False,nan,nan,2024-04-06 17:00:00
Queen Symphonic,Rock,2024-04-06,20:00:00,America/Toronto,Theatre du Casino du Lac-Leamy,Gatineau,Quebec,1 Blvd du Casino,45.446179,-75.725402,"L'entrée au Théâtre du Casino est réservée aux personnes âgées de 18 ans et plus. Une preuve d'âge peut vous être demandée, telle une pièce d'identité valide avec photo. Les retardataires sont admis dans la salle pendant une pause. Veuillez planifier vos déplacements. Notez que le billet est non remboursable, ni échangeable.",Il y a une limite de 11 billets pour cet événement.,True,nan,nan,2024-04-06 22:00:00
Brunch Gospel avec SHEY'RUBEN Praise,Religious,2024-04-06,12:30:00,America/Toronto,Le Balcon,Montreal,Quebec,463 Sainte-Catherine Ouest,45.509192,-73.552962,Heure d'arrivée pour le brunch : entre 11h00 et midi Heure d'arrivée pour le spectacle: à partir de midi Spectacle : 12:30 Arrival time for the brunch: between 11:00 and noon Arrival time for the show: from noon Show time: 12:30 pm,No ticket limit information available,False,"Stationnement à proximité: 2020 Rue Aylmer, Montréal Tarif: 10 $ le week-end.","Les clients qui ont besoin de sièges accessibles, qui ont une déficience visuelle ou qui sont dans l'impossibilité de compléter un achat de billet en ligne, peuvent communiquer avec la salle de spectacle Le Balcon directement.",2024-04-06 14:30:00
"Les meilleurs hits Soul, Motown, Disco avec Freddie James Project",R&B,2024-04-06,20:30:00,America/Toronto,Le Balcon,Montreal,Quebec,463 Sainte-Catherine Ouest,45.509192,-73.552962,"Bienvenue et Welcome au cabaret ! LE BALCON cabaret chic est une salle de spectacle emblématique, située à l'intérieur de la majestueuse église Saint James, au centre-ville de Montréal. Une occasion unique de choisir votre formule : - déguster une savoureuse table d?hôte en souper-spectacle (trois services), aux premières loges, ou bien - assister au spectacle en dégustant un cocktail signature sur la mezzanine qui surplombe la scène. Ce lieu sans égal à Montréal, vous promet une soirée mémorable, intime et festive. Welcome and Bienvenue to the cabaret! The chic cabaret LE BALCON is an emblematic venue located inside the majestic Saint James Church in downtown Montreal. A unique opportunity to choose your formula: - enjoy a tasty three-course table d'hôte dinner and show (three courses), from the front row, or - enjoy the show with a signature cocktail on the mezzanine overlooking the stage. This unparalleled venue in Montreal promises a memorable, intimate and festive evening.",No ticket limit information available,False,"Stationnement à proximité: 2020 Rue Aylmer, Montréal Tarif: 10 $ le week-end.","Les clients qui ont besoin de sièges accessibles, qui ont une déficience visuelle ou qui sont dans l'impossibilité de compléter un achat de billet en ligne, peuvent communiquer avec la salle de spectacle Le Balcon directement.",2024-04-06 22:30:00
"Unprocessed, Red Handed Denial, Falset",Metal,2024-04-06,19:00:00,America/Toronto,Velvet Underground,Toronto,Ontario,508 Queen St. W.,43.6477172,-79.4014822,nan,No ticket limit information available,False,nan,nan,2024-04-06 18:45:00
Amber Liu,Pop,2024-04-06,19:00:00,America/Toronto,The Opera House,Toronto,Ontario,735 Queen St. E.,43.6590002,-79.3487743,nan,No ticket limit information available,False,Limited metred parking is available on Queen St. Many public pay lots also in area.,nan,2024-04-06 18:45:00
Four By Four Tribute,Other,2024-04-06,14:00:00,America/Winnipeg,Club Regent Event Centre,Winnipeg,Manitoba,1425 Regent Ave. W.,49.8954192,-97.0441598,"Four by Four - Tribute to the Music of The Beach Boys, The Beatles, The Bee Gees & Motown. 1pm Doors / 2pm Show / All Ages Enhanced security protocols in effect, including bag searches & metal detectors. Please arrive 45+ min early.",No ticket limit information available,False,Accessible Parking located in close proximity to the various entrance doors around the property. Valet parking available ($5.00 or $2.50 with Club Card),"The Event Centre concert venue has rows of seats with stairs. Only tickets purchased for seats in the accessible section (Ground Level, Row 11) may be accessed by wheelchair. Hearing Devices: none",2024-04-06 16:00:00
The Australian Bee Gees Show (Touring),Other,2024-04-06,19:30:00,America/Toronto,The Arena at Pickering Casino Resort,Pickering,Ontario,888 Durham Live Avenue,43.84332,-79.054,"THE AUSTRALIAN BEE GEES SHOW - A TRIBUTE TO THE BEE GEES Direct from Las Vegas! It's Saturday Night Fever every night with ""The Australian Bee Gees Show - A Tribute to the Bee Gees"". One of the most successful and adored acts in musical history is recreated live in concert. You'll hear hits like, ""Staying Alive"", ""You Should Be Dancing,"" ""How Deep Is Your Love,"" and ""Jive Talkin""! The performers' authentic take on the trio's clothes, style and moves showcase five decades of the Brothers Gibb's success as rock and disco legends, while audiences groove to their memorable music and are immersed in the disco era. The President of the Bee Gees Fan Club, USA has said, ""In my opinion they are the best Bee Gees tribute in the world!"" The Las Vegas Review Journal has named them Best Tribute Show for 2015. ALL AGES WELCOME.",There is an 8 ticket limit for this event,False,"Free public parking is available on site, in surface lots and a covered parkade. EV charging stations and accessible parking spots are available.","The Arena at Pickering Casino Resort is fully accessible. When available, accessible seating can be purchased online at www.Ticketmaster.ca. Patrons may be dropped off at the South lobby entrance on Durham Live Avenue.",2024-04-06 21:30:00
Noah Kahan: We'll All Be Here Forever Tour,Rock,2024-04-06,20:00:00,America/Toronto,Scotiabank Arena,Toronto,Ontario,"50 Bay Street, Suite 500",43.6439254,-79.3783234,"Fans in attendance agree to abide by the health and safety measures in effect at the time of the event. Prior to attending please review and ensure compliance with all policies and protocols at Scotiabank Arena's Know Before You Go This page is being updated frequently to provide the most up to date information. Capacity: 13,132 Please take note of the venue's Bag Policy $1 from each ticket will be donated to The Busyhead Project, a fund at the Vermont Community Foundation, which Noah created to support organizations delivering mental health treatment and providing access to care.",There is an overall 6 ticket limit for this event.,False,"Public parking is available on Queens Quay, Bay Street and surrounding areas. We also encourage public transportation, with Union Station just north of the stadium, serving both the TTC and GO Transit. For parking information call Impark: (416) 369-1801; there are more than 13,000 public parking spaces within immediate walking distance of the arena. Fans requiring accessible parking are asked to call (416) 815-5982 in order to reserve a spot.","Scotiabank Arena is fully accessible through all gates. When available, accessible seating can be purchased online at www.ticketmaster.ca. Accessible Parking and Drop off: Fans requiring accessible parking at Scotiabank Arena are asked to call 416-815-5982 in order to reserve a spot (up to 4 weeks in advance). Fans who being dropped off by Wheel-Trans or private vehicles may do so on Bremner Boulevard on the west side of the building, nearest to Gate 5. For more information on accessing Scotiabank Arena, please contact Fan Services at the venue at (416)815-5982, Monday to Friday, 9:00 am to 5:00 pm. Assistive Listening Devices: Available for Leafs and Raptors games. Currently unavailable for concerts.",2024-04-06 21:00:00
