venue,venue_id,reviews,user_id,user_name,ratings
Chianti Cafe & Restaurant - Old Strathcona,b9NLnpv-nXj8ilX6NuhkLg,I've been to Chianti often many years ago and recently stopped by again for their Pasta Monday/Tuesday deal. Service and atmosphere were quite nice as...,6EHUYIyEb-biAOAGRBqEpg,Andy L.,4.0
Malt & Mortar,Jr21pIDVhb4pCYtYANZKTw,Nice visit tonight before a play. Last time I was here I sat on the patio so it was my first time inside. We sat at a table by the bar but hope to enjoy one...,dHe5ssJT7G1fYsXbkfgyng,Teresa S.,4.0
Malt & Mortar,Jr21pIDVhb4pCYtYANZKTw,"If I was rating only on the salmon burger meal & the service that impacted my experience, I would give this a 5 star experience. 

However, these are the...",VHvmnMAnKvqZIxH63BaF5w,Laura T.,3.0
Malt & Mortar,Jr21pIDVhb4pCYtYANZKTw,"The drinks were average. Service wasn't that great, she didn't come back to check on drinks or ask for more until 15 min after they came. Restaurant wasn't...",eG4saZ4oO2_ur0th-zUrvQ,Ayoosh K.,3.0
Seoul Fried Chicken,WtUxi5n8KlQdfgHZfB2Fqw,"Korean fried chicken. The best when they are hot crispy and flavourful! Anytime I want fried chicken I definitely turn to this form of KFC! 

We ordered the...",mSqJIWLY0d0rW5-Q0QufpQ,Lillian T.,4.0
Seoul Fried Chicken,WtUxi5n8KlQdfgHZfB2Fqw,SFC around Whyte Ave has been one of the best Korean fried chicken places in Edmonton since they first opened. The overall quality and portion of the food...,6EHUYIyEb-biAOAGRBqEpg,Andy L.,5.0
Seoul Fried Chicken,WtUxi5n8KlQdfgHZfB2Fqw,Moist moist moist!  Been a minute since we popped into SFC. We appreciate our hankerings for mouth watering chicken are met with consistently great...,SFW1ldQ3UgVnDrNC0Gr5Sw,Christina B.,5.0
El Cortez Mexican Kitchen + Tequila Bar,F0XiRcSbcLF4GwA2A2TDKQ,"What an amazing experience. Mezcal, and Tequlia genius. The bartenders care and go off menu to please their customers",tPlUjecMlyIXo6mJ2c_S7w,David D.,5.0
El Cortez Mexican Kitchen + Tequila Bar,F0XiRcSbcLF4GwA2A2TDKQ,"Wanted to go here but maybe fix your website hours? It is not open until 12AM as listed on yelp, it  closes at 9:30pm. I'm from out of town and gathered a...",imFplt3fHRh4jlFoVOUrlA,Shannon B.,1.0
El Cortez Mexican Kitchen + Tequila Bar,F0XiRcSbcLF4GwA2A2TDKQ,Took some friends from overseas here to enjoy the great food and service we had experienced on previous visits. The food was outstanding and the drinks were...,-djiJzy5jiEICMh-K7-6ow,Janice B.,3.0
The Black Dog Freehouse,T4SBFuxY23-6JsKOregx5w,"One of my favourites on Whyte, since the music is so eclectic and the people watching so much fun. But at the same time, it has a nice relaxed vibe....",hBgbpWZJHS-y28xfgshBjQ,Laini G.,5.0
The Black Dog Freehouse,T4SBFuxY23-6JsKOregx5w,An Edmonton staple for 30 years. Hands-down love this place. Love the staff. Love the prices. Love the rooftop patio. Thank you for being so awesome!,qtTyFSII4J1sGZ03iywxoA,Ashley F.,5.0
The Black Dog Freehouse,T4SBFuxY23-6JsKOregx5w,"It's a different bar every day.
The music changes.  The clientele changes.  You never know.
Upstairs is different from downstairs.  A whole different vibe....",tgsU2AYnlpa2mSYpD44OPQ,Shawnna P.,5.0
Ampersand 27,JIpEYwaAM2XO1s8KHF5-EA,"It's been a long time that this place has been on my least and at last (thanks to my friend who made the reservation) we went there for brunch!
When you...",fpu8GemHLxRtYo6ceAQyjw,Shahab P.,5.0
Ampersand 27,JIpEYwaAM2XO1s8KHF5-EA,"Legacy Post from 2019

I had really good experiences at Ampersand 27. I'd rate them 8.5/10. What stood out the most was their service.",6EHUYIyEb-biAOAGRBqEpg,Andy L.,4.0
Ampersand 27,JIpEYwaAM2XO1s8KHF5-EA,"Went here for brunch, shared the charcuterie board. It was excellent service was outstanding, highly recommend.",QveDQqOLXpE4uWLSEyCgIQ,Jason C.,5.0
Y Not Indian,mu2GzX8oFI78IuhbzkOECQ,"By far the best Indian food in Edmonton. Not only because they use very fresh ingredients spiced perfectly, but also because they provide generous portions...",e3hRcztt8_nA6w2T6Y-xNw,Dave C.,5.0
Y Not Indian,mu2GzX8oFI78IuhbzkOECQ,"I been here 4 or 5 time just for pick up. Recently went for some in house dining, ordered the currey bone in curry chicked with rice for about 16.99.

Also...",-g8nkLX6PGNDSgoy4YzjFA,Keith F.,4.0
Y Not Indian,mu2GzX8oFI78IuhbzkOECQ,"Chicken Malai Tikka($15.99)
boneless chicken marinated in creamy mild sauce cooked in clay oven and served with dipping sauce
 I ordered this for takeout...",1nTGhcG7qqL4qNR8pBwc3w,Janey T.,3.0
Nongbu Korean Eatery,scnoLACS2mcD_VsPTMOlAA,It was one of the best korean comfort foods I had. Foods are very tasty and delicious. My favorite is the fire chicken with rice .. yum! The restaurant set...,4mEWRxN1l1l7wqpjG8SQew,Josefin L.,5.0
Nongbu Korean Eatery,scnoLACS2mcD_VsPTMOlAA,"Decent quality items, but a bit pricy for the food you are getting. Ordered spicy pork bell for $22 and it did not come with any rice, lettuce, or any side...",iEkVA-Frwvucw5hnKKAPZA,Vincent S.,3.0
Nongbu Korean Eatery,scnoLACS2mcD_VsPTMOlAA,I absolutely LOVE Korean food! Just gonna lead with that. All Asian cuisines are quite distinct from each other which makes each one incredible in its own...,CZL4uF5XQqHmWAkC4wZFUA,Erika G.,5.0
Block 1912,sObr37op3k51WFriY2zbkA,"This cafe has a really nice interior. There was recorded jazz playing when we were there.

Got a peach smoothie. It was a bit icey but the peach flavour was...",fBL9s_Cym7VJ3AY7Ioeaqw,Gabriel S.,4.0
Block 1912,sObr37op3k51WFriY2zbkA,I've been to Block 1912 a few times now. It's a nice cafe with a comforting atmosphere on Whyte Ave. They have a nice drink menu so I'd give them 8.3/10.,6EHUYIyEb-biAOAGRBqEpg,Andy L.,4.0
Block 1912,sObr37op3k51WFriY2zbkA,"Block 1912 has been a long-held favourite for me, and for good reason. The ambience is relaxing and welcoming, and the food is always on point. It can be...",lGYXMqp_4H4nl5gUM-YD4g,Meghan B.,5.0
Sushi Jin,iMtUsHOqitE6Aau59K_XRg,Chef Jin serves the best omakase experience I've had anywhere. I came here in 2022 and made sure to secure a seat at the table for my 2023 trip back to...,w0W_hs1EX6x7XuZsEkHDDQ,Sunny C.,5.0
Sushi Jin,iMtUsHOqitE6Aau59K_XRg,Chef Jin was great at explaining the different pieces and how each item was prepared. I really enjoyed learning about the prep work that goes into the...,lNphqlDEwLq4ilidol8r1A,Mary D.,5.0
Sushi Jin,iMtUsHOqitE6Aau59K_XRg,"My second time dining at sushi Jin and it's my favourite omakase experience all the time (even over Toronto omakase)!

I came with a group of 5 and we had...",j3OL9wi456ZjIr_b0l8X4g,Carmen G.,5.0
Sushi Jin,iMtUsHOqitE6Aau59K_XRg,"Great service and very generous portion.  Both adults and kids enjoyed our meal very much at Tendon Kohaku!

Don't forget to ask for their XXL portion for...",dDXCZo8oDOJ9RbMo6U9Nyw,Anna C.,5.0
Sushi Jin,iMtUsHOqitE6Aau59K_XRg,"This location is located on the quieter corner of Smithe. The interior is high ceiling, bright lights, lots of windows and clean wooden feel. Its a...",mNYQl3d2wFDWZiZa7VD6og,Mandy T.,3.0
Sushi Jin,iMtUsHOqitE6Aau59K_XRg,"Melon cream sodas were bogo so we decided to try and it didn't disappoint! Tasted just like melona!

Got the eel set and two tendon kohaku sets which were...",gLD9t4knR-UJVWfv4UYO2Q,Calista C.,4.0
Sushi Jin,iMtUsHOqitE6Aau59K_XRg,"It's been 6 years since I last been here. Not much has changed !
Same solid menu with on point service. 
Prices haven't changed much from 6 years ago...",bSn0FzIBYr87Xvs11uGrhQ,Dub C.,5.0
Sushi Jin,iMtUsHOqitE6Aau59K_XRg,"What can go wrong when spending hundreds of dollars on amazing seafood??? Lots, but not here. 

Other than the high class clientele, everything about Blue...",m5SSZ0R6b3D5-GUDo-Sopw,Greg K.,5.0
Sushi Jin,iMtUsHOqitE6Aau59K_XRg,"Upscale room, or at least it seemed so last time I was there ( 4 years ago ) .

Best to visit here in the summer and bask on the Teraza-esque patio.

$$$$",L0wWtk5euDWWMEadicZ8LA,John P.,4.0
Tendon Kohaku,S-wgeQmV5v4g4wti05zUlQ,"Great service and very generous portion.  Both adults and kids enjoyed our meal very much at Tendon Kohaku!

Don't forget to ask for their XXL portion for...",dDXCZo8oDOJ9RbMo6U9Nyw,Anna C.,5.0
Tendon Kohaku,S-wgeQmV5v4g4wti05zUlQ,"This location is located on the quieter corner of Smithe. The interior is high ceiling, bright lights, lots of windows and clean wooden feel. Its a...",mNYQl3d2wFDWZiZa7VD6og,Mandy T.,3.0
Tendon Kohaku,S-wgeQmV5v4g4wti05zUlQ,"Melon cream sodas were bogo so we decided to try and it didn't disappoint! Tasted just like melona!

Got the eel set and two tendon kohaku sets which were...",gLD9t4knR-UJVWfv4UYO2Q,Calista C.,4.0
Tendon Kohaku,5huss3FW6VbD44SJ1AZ21w,"--Edit Jan 2024--
We came back after all the rave about their new udon menu and how you can upgrade it to XXL noodls for free.

I got the mentaiko udon with...",M42N-JdvpmEPWbNUFjSfpA,Kate C.,2.0
Tendon Kohaku,5huss3FW6VbD44SJ1AZ21w,Love this place so much. Their tempura batter is so crispy and I havn't found any other place where I can get a deep fried runny egg. We got to see the...,l2njIHwKxdE7Owetly4cGA,Josephine M.,4.0
Tendon Kohaku,5huss3FW6VbD44SJ1AZ21w,Was not expecting to find a delicious tempura / udon spot near a bustling Vancouver mall. The interior was spacious and bright and they have a cute robot...,pPMA6Tlt4P0_TO8G7EvwXA,Alyssa C.,5.0
Tendon Kohaku,S-wgeQmV5v4g4wti05zUlQ,"Love this little Italian spot that's nestled at Homer/Smithe.

Dishes are tasty; we had the osso bucco and beef carpaccio. Both were beautifully presented...",vzty0dr3z-34IPxRBNY8zQ,Michelle W.,4.0
Tendon Kohaku,S-wgeQmV5v4g4wti05zUlQ,"I came here for the first time to have dinner by myself. The inside of the restaurant was lively, with more than half of the seats occupied by...",ah9xD9bYaj2oTndjxUNFcA,Nami N.,3.0
Tendon Kohaku,S-wgeQmV5v4g4wti05zUlQ,"We came for happy hour and were served promptly. We ordered calamaro, carpaccio and diavola pizza. The food was a bit disappointing to me. The calamari was...",tQdiH6syR5AkDKPlxVd7Zw,Stephanie M.,3.0
Tendon Kohaku,S-wgeQmV5v4g4wti05zUlQ,"The Cajun Chicken was phenomenal. So tender and bursting with flavor! The ribs are literally fall off the bone and also very flavorful.

The Beau's Brewing...",0Me2Y7ZZMUXigOM9kBfQEg,Simon K.,5.0
Tendon Kohaku,S-wgeQmV5v4g4wti05zUlQ,"I was traveling through the Toronto area and stopped by Earls for dinner. Based on the number of stars, I had lower expectations, but It was an easy walk...",bfsqDKUo8xlJCGzR0OHKYA,Alex V.,4.0
Tendon Kohaku,S-wgeQmV5v4g4wti05zUlQ,"They let us in a few minutes before open, which was nice.
We got seated quickly and then were provided the menus and water quickly.
The atmosphere was...",1qXF97Qrv2BVVL4geyadDg,Alexandra B.,4.0
JOEY Burrard,nV-MkqGnkH1fyxuVCs5Jpw,"Great plate, food is wonderful, perfect medium rare. The mashed potatoes wrapped in a spring roll are to die for. The only downside of the experience was...",Zs8dAGoueW8DrWG9-Y2Nsg,Ric D.,5.0
JOEY Burrard,nV-MkqGnkH1fyxuVCs5Jpw,"I love Joey as much as I love Cactus Club.
They deliver on drinks every time and their salads are my faves.
I enjoy how easy one can relax and chat and have...",rp8BECKOXsyWrwDvkso44g,Lindsey D.,4.0
JOEY Burrard,nV-MkqGnkH1fyxuVCs5Jpw,"Cool place, good food, nice staff. Nice modern ambiance. Pop music in the background. Has casual classy feel. Lively crowd but not rowdy. Nice happy hour....",OjA-6Rcl0DinNOWpZ8ug8Q,Andrew E.,4.0
JOEY Burrard,nV-MkqGnkH1fyxuVCs5Jpw,"My wife and I cannot say enough about the amazing food and service! We enjoyed chips and pico, a carnitas burrito and the salsa verde enchiladas. This is...",ptMTmIO1CF2Py91XuesH8w,Jenna B.,5.0
JOEY Burrard,nV-MkqGnkH1fyxuVCs5Jpw,"Let me preface this with being from California with some the best Mexican food trucks in NorCal and taco stands in SoCal, boy have I been spoiled. Our party...",DiU4XmSLGZQ6XfTwp8SSpw,Vic F.,1.0
JOEY Burrard,nV-MkqGnkH1fyxuVCs5Jpw,Visited on the weekend to try the menudo (ie billed as a weekend special) only to discover they don't serve it *every* weekend and they didn't have it the...,ZIsE7LgFjGCdmCJ9VMHX9A,Allen W.,3.0
Bacchus Restaurant & Lounge,2vXKCM4qvVhCiYuCjOSMEw,"From a quick drink, a light lunch or dinning in. Bacchus has been one for the most consistent in food and service.
Martini's are done right, great selection...",rp8BECKOXsyWrwDvkso44g,Lindsey D.,5.0
Bacchus Restaurant & Lounge,2vXKCM4qvVhCiYuCjOSMEw,"I went with friends to the $65 dinner dine out menu.  

The atmosphere is great and tranquil.  We were seated at the back as the only group table back...",z8eNS1GSKyQQBg7XskVKcg,Carol T.,4.0
Bacchus Restaurant & Lounge,2vXKCM4qvVhCiYuCjOSMEw,"If you want a romantic venue where the lighting is soft and flattering, the music unobtrusive and you can actually have a conversation and hear the other...",TEG5mCaH1m-66HXnpjLfKQ,Willow W.,3.0
Bacchus Restaurant & Lounge,2vXKCM4qvVhCiYuCjOSMEw,Really delicious. Weren't certain we were going to get in (they were setting the wait list expectations very low and we had a show to attend) but the wait...,LBT5Kj1bPI8kURBZTF2znw,Mark S.,5.0
Bacchus Restaurant & Lounge,2vXKCM4qvVhCiYuCjOSMEw,"a must go in vancouver!! the oysters were so fresh and delicious. we also got their lobster rolls, clam chowder, and fish tacos, which were all very...",ioLqBe4vXSlyyq7kEeo0Cg,Christine Z.,5.0
Bacchus Restaurant & Lounge,2vXKCM4qvVhCiYuCjOSMEw,"Fanny Bay was one of my favorite places to visit when we went to Vancouver! I think we got extremely lucky with our server, I don't recall his name right...",O1ejnhlxCJBHG5vRFVduDQ,Danica T.,5.0
Hawksworth Restaurant,70D_rxm388HaD2qMTB59xw,"This place is a GEM.
I had never eaten at restaurants that were Michelin star or in the running for Michelin star until my daughter moved to...",_leUc3BNfVbS0OxFLgnAAA,Lucinda S.,5.0
Hawksworth Restaurant,70D_rxm388HaD2qMTB59xw,The only reason this restaurant didn't gain my full stars was because we felt discriminated by the hostess right when we entered. As we waited for our turn...,yyprTVa1S4Ba4hN1jPQQAw,Marilyn V.,2.0
Hawksworth Restaurant,70D_rxm388HaD2qMTB59xw,"Nice decor, good service, mediocre food that is a little pricey. We were looking forward to our visit in the fine dining room of this renovated hotel...",f-FMP2qqSl2IhyOP2KYTEQ,L C.,3.0
Hawksworth Restaurant,70D_rxm388HaD2qMTB59xw,"It's been 6 years since I last been here. Not much has changed !
Same solid menu with on point service. 
Prices haven't changed much from 6 years ago...",bSn0FzIBYr87Xvs11uGrhQ,Dub C.,5.0
Hawksworth Restaurant,70D_rxm388HaD2qMTB59xw,"What can go wrong when spending hundreds of dollars on amazing seafood??? Lots, but not here. 

Other than the high class clientele, everything about Blue...",m5SSZ0R6b3D5-GUDo-Sopw,Greg K.,5.0
Hawksworth Restaurant,70D_rxm388HaD2qMTB59xw,"Upscale room, or at least it seemed so last time I was there ( 4 years ago ) .

Best to visit here in the summer and bask on the Teraza-esque patio.

$$$$",L0wWtk5euDWWMEadicZ8LA,John P.,4.0
Hawksworth Restaurant,70D_rxm388HaD2qMTB59xw,"A beautiful awesome day amazing people of the world! This morning we're at it again for another brunch episode during our ""eff around and find out""...",Xnqbsqex72_KYsOk4AbqDg,Rodrigo T.,5.0
Hawksworth Restaurant,70D_rxm388HaD2qMTB59xw,"We came to Chambar as a party of four on Saturday night. We had an 8:45 reservation-it was not too busy but still lively. Their kitchens close at 10:00 PM,...",1RdUA2BgbtYbtROqF1tEjg,Sarah S.,5.0
Hawksworth Restaurant,70D_rxm388HaD2qMTB59xw,Visited this place based on the good brunch reviews. Plus point for being one of the few brunch places that accept reservation. Impeccable service and...,lkNSLecV_ucUt251Il-R3A,Michelle S.,4.0
The Mexican Antojitos Y Cantina,AEyYLMPjnFWybOmD81pufg,"My wife and I cannot say enough about the amazing food and service! We enjoyed chips and pico, a carnitas burrito and the salsa verde enchiladas. This is...",ptMTmIO1CF2Py91XuesH8w,Jenna B.,5.0
The Mexican Antojitos Y Cantina,AEyYLMPjnFWybOmD81pufg,"Let me preface this with being from California with some the best Mexican food trucks in NorCal and taco stands in SoCal, boy have I been spoiled. Our party...",DiU4XmSLGZQ6XfTwp8SSpw,Vic F.,1.0
The Mexican Antojitos Y Cantina,AEyYLMPjnFWybOmD81pufg,Visited on the weekend to try the menudo (ie billed as a weekend special) only to discover they don't serve it *every* weekend and they didn't have it the...,ZIsE7LgFjGCdmCJ9VMHX9A,Allen W.,3.0
The Mexican Antojitos Y Cantina,AEyYLMPjnFWybOmD81pufg,We had the lunch combo which was just enough.  I had beef udon .. very flavorful and my friend had the chicken udon.  A variety of sushi and salad...,vuNQHrvqbIObFgyfA_xwuw,Jo-Jane L.,5.0
The Mexican Antojitos Y Cantina,AEyYLMPjnFWybOmD81pufg,Stopped by for a quick bite for lunch downtown! The sushi is very healthy here as they use brown rice. It's a bit on the pricier side compared to other...,q4H9Whc2AXOjnxCh2D44UQ,Audrey T.,4.0
The Mexican Antojitos Y Cantina,AEyYLMPjnFWybOmD81pufg,"Awesome sushi with brown rice.  I wassurprised with savory taste from the light sweet taste of brown rice plus salmon, cucumber, and avocado.
I recommended...",CW_ahnYHw5UdcODznAXppA,James L.,5.0
The Mexican Antojitos Y Cantina,AEyYLMPjnFWybOmD81pufg,When I arrived in Vancouver the top recommendations I received for dining experiences was this place and it did not disappoint. It welcomes all: from family...,7YfOgfFRpA6JUQWoLyhATA,Stacy S.,5.0
The Mexican Antojitos Y Cantina,AEyYLMPjnFWybOmD81pufg,"Joe Fortes holds a special place in my heart as one of those timeless dinner spots. Despite its relatively recent establishment in the 80s, it exudes a...",RqCK265t6YygKJ7QRD59QA,Donna D.,4.0
The Mexican Antojitos Y Cantina,AEyYLMPjnFWybOmD81pufg,"Lobster Oil!!! This changed my life!!

I came here because it was recommended by WEGH and by a few people from OEB! And boy, we were not...",mzHGBOXCHHd-B2I4mv5qfw,Anna S.,5.0
Medina Cafe,VPqWLp9kMiZEbctCebIZUA,"There was about a 30 minute wait, but we were able to get in a bit sooner when room at the bar opened up.

 Overall the dining area is somewhat cramped, but...",XA_ftQQbAOW8jSy-8WOCaQ,Kevin D.,5.0
